cancellation_id,ride_id,customer_id,driver_id,cancellation_reason,cancellation_time
1818,1097,439,943,Wrong Pickup,19:48:48
1819,7401,774,56,Changed Plan,08:19:55
1820,1257,308,305,Rider Late,17:49:37
1821,8042,533,571,Wrong Pickup,06:02:37
1822,2693,1408,202,Driver Late,21:16:37
1823,6107,1954,618,Rider Late,10:07:07
1824,1191,1756,420,Rider Late,03:06:43
1825,2935,299,841,Traffic Issue,22:03:10
1826,7291,866,526,Wrong Pickup,14:53:04
1827,6158,999,532,Traffic Issue,22:35:47
1828,8152,1468,546,Changed Plan,02:18:40
1829,7921,1392,721,Wrong Pickup,17:28:47
1830,2913,1865,885,Wrong Pickup,16:42:16
1831,3933,758,401,Rider Late,20:38:42
1832,5276,358,903,Changed Plan,19:04:46
1833,9383,964,803,Rider Late,03:03:39
1834,5835,1705,434,Changed Plan,06:56:09
1835,5904,375,10,Rider Late,02:17:32
1836,1681,1881,318,Changed Plan,21:11:54
1837,4437,133,924,Driver Late,07:42:30
1838,1688,43,749,Driver Late,12:06:44
1839,7710,525,831,Driver Late,22:25:16
1840,6419,1113,70,Driver Late,04:28:53
1841,5402,1954,155,Traffic Issue,01:46:18
1842,4587,483,841,Driver Late,22:44:46
1843,5968,188,272,Wrong Pickup,22:50:58
1844,5836,1243,973,Rider Late,14:49:19
1845,3094,1196,945,Driver Late,07:03:18
1846,7780,27,855,Driver Late,18:34:14
1847,6370,495,260,Driver Late,04:12:01
1848,8787,1066,741,Wrong Pickup,20:53:19
1849,9356,1240,643,Wrong Pickup,14:39:57
1850,9920,1721,900,Rider Late,02:29:37
1851,9680,471,293,Rider Late,09:04:58
1852,525,311,454,Rider Late,09:31:29
1853,1666,273,951,Rider Late,11:41:38
1854,4147,549,212,Driver Late,18:47:26
1855,4206,601,310,Driver Late,11:48:42
1856,8838,1796,390,Rider Late,10:09:17
1857,5298,662,899,Rider Late,20:49:35
1858,6537,697,185,Changed Plan,00:58:14
1859,980,1558,746,Changed Plan,01:30:06
1860,1540,1449,360,Changed Plan,00:40:07
1861,7350,838,810,Changed Plan,09:52:46
1862,7229,1077,54,Rider Late,22:12:12
1863,5920,1948,661,Traffic Issue,20:17:57
1864,6204,1183,487,Traffic Issue,05:03:49
1865,221,1310,707,Wrong Pickup,05:57:46
1866,9125,700,474,Traffic Issue,01:10:19
1867,3168,1987,234,Changed Plan,14:07:27
1868,330,1918,62,Driver Late,10:40:30
1869,9055,1418,111,Changed Plan,06:41:21
1870,4111,226,401,Wrong Pickup,17:45:25
1871,9714,520,556,Driver Late,00:35:42
1872,2724,1905,790,Driver Late,06:28:00
1873,3114,765,758,Traffic Issue,14:45:44
1874,8825,515,109,Rider Late,04:45:52
1875,8734,519,508,Wrong Pickup,03:55:40
1876,9514,497,366,Rider Late,11:44:30
1877,6825,9,840,Wrong Pickup,16:14:01
1878,9151,1733,206,Wrong Pickup,22:14:20
1879,2629,12,80,Wrong Pickup,15:28:02
1880,5878,1183,649,Wrong Pickup,00:12:46
1881,1212,1215,615,Driver Late,23:24:34
1882,3155,1945,834,Wrong Pickup,04:55:26
1883,3544,1649,809,Traffic Issue,15:08:50
1884,6354,1233,437,Changed Plan,19:07:27
1885,101,1385,812,Changed Plan,23:59:15
1886,6843,260,475,Rider Late,21:52:09
1887,7155,940,163,Rider Late,08:41:23
1888,9313,1983,979,Wrong Pickup,00:32:25
1889,8136,575,818,Rider Late,15:24:12
1890,3741,413,750,Changed Plan,04:48:57
1891,8230,172,970,Traffic Issue,10:28:21
1892,115,1695,25,Rider Late,21:17:21
1893,7636,518,217,Wrong Pickup,00:46:18
1894,8737,345,366,Driver Late,13:18:05
1895,9005,966,719,Changed Plan,14:51:12
1896,3189,738,750,Changed Plan,12:58:08
1897,1075,1335,773,Driver Late,20:23:12
1898,7247,99,128,Driver Late,23:43:48
1899,2143,354,424,Changed Plan,18:54:23
1900,3000,1663,389,Changed Plan,20:47:06
1901,5163,1980,328,Changed Plan,19:50:43
1902,9085,1237,193,Driver Late,12:53:11
1903,9128,252,630,Driver Late,01:03:33
1904,2297,1979,246,Rider Late,09:02:27
1905,5387,136,581,Traffic Issue,05:04:16
1906,5661,1707,318,Wrong Pickup,01:37:05
1907,8835,1551,995,Driver Late,20:44:46
1908,63,1105,691,Rider Late,12:13:14
1909,9919,1116,649,Rider Late,05:36:16
1910,6546,1718,306,Driver Late,18:24:01
1911,7985,1018,815,Wrong Pickup,19:26:23
1912,3381,211,157,Changed Plan,02:47:42
1913,9552,158,366,Wrong Pickup,04:36:20
1914,7978,1989,199,Rider Late,07:58:07
1915,1132,113,256,Rider Late,07:27:00
1916,5284,791,576,Changed Plan,14:16:35
1917,5043,346,564,Rider Late,15:01:29
1918,9363,837,884,Traffic Issue,07:54:08
1919,9630,1565,952,Changed Plan,23:45:53
1920,7952,1150,557,Wrong Pickup,03:27:40
1921,2338,583,376,Wrong Pickup,23:24:20
1922,4892,1529,239,Changed Plan,10:33:05
1923,2079,670,891,Rider Late,21:03:36
1924,692,1544,8,Rider Late,05:59:23
1925,491,114,598,Traffic Issue,15:03:49
1926,94,3,525,Changed Plan,13:38:41
1927,8143,590,466,Driver Late,18:59:08
1928,7653,536,772,Traffic Issue,06:07:19
1929,5832,840,534,Traffic Issue,21:48:27
1930,8363,607,216,Rider Late,18:38:16
1931,8460,1391,250,Traffic Issue,20:06:59
1932,7076,1014,169,Changed Plan,05:08:39
1933,2593,1690,957,Rider Late,08:01:00
1934,2329,1104,772,Changed Plan,22:59:37
1935,9506,628,839,Traffic Issue,03:58:15
1936,5875,250,569,Rider Late,11:21:40
1937,6187,1801,209,Driver Late,20:43:55
1938,8139,320,354,Changed Plan,21:02:43
1939,35,1966,629,Rider Late,09:50:39
1940,9069,556,319,Changed Plan,20:57:56
1941,5881,1702,104,Traffic Issue,09:59:06
1942,9305,373,227,Rider Late,10:49:19
1943,2027,1328,659,Rider Late,21:32:33
1944,863,1157,413,Changed Plan,05:05:42
1945,697,284,907,Changed Plan,11:29:37
1946,9700,1816,35,Rider Late,20:39:11
1947,2776,1339,647,Changed Plan,16:38:28
1948,6935,822,160,Traffic Issue,03:53:44
1949,551,282,893,Driver Late,09:43:12
1950,4514,187,677,Driver Late,17:44:57
1951,5194,433,286,Wrong Pickup,08:31:19
1952,8633,217,32,Changed Plan,01:17:03
1953,6601,391,233,Rider Late,16:30:24
1954,2933,961,198,Driver Late,08:56:28
1955,8750,1859,349,Changed Plan,06:20:17
1956,2694,543,30,Traffic Issue,21:23:18
1957,5919,1637,13,Changed Plan,13:27:01
1958,3494,800,345,Driver Late,06:43:01
1959,1477,1260,465,Traffic Issue,02:59:47
1960,3683,172,382,Wrong Pickup,23:02:19
1961,8869,1429,41,Driver Late,12:02:04
1962,9685,1519,973,Driver Late,22:24:01
1963,1561,548,300,Driver Late,03:58:43
1964,9367,909,576,Changed Plan,04:36:14
1965,8658,788,798,Traffic Issue,15:18:43
1966,628,59,199,Driver Late,08:16:57
1967,5428,152,252,Traffic Issue,12:56:02
1968,7289,978,418,Changed Plan,08:36:58
1969,2754,1940,634,Traffic Issue,13:38:48
1970,8717,243,88,Traffic Issue,11:57:41
1971,6637,551,503,Driver Late,07:59:12
1972,7655,2000,12,Rider Late,21:17:05
1973,8463,1561,899,Wrong Pickup,16:57:51
1974,6679,859,363,Rider Late,13:12:41
1975,196,1422,528,Traffic Issue,01:51:28
1976,9994,547,543,Rider Late,08:04:20
1977,6209,1488,925,Changed Plan,21:51:43
1978,9312,591,152,Rider Late,15:59:48
1979,4134,533,250,Traffic Issue,09:13:12
1980,9197,1120,512,Rider Late,07:06:36
1981,9214,977,237,Traffic Issue,21:55:30
1982,387,319,950,Traffic Issue,21:44:55
1983,458,62,496,Changed Plan,10:04:35
1984,9994,117,414,Changed Plan,12:33:30
1985,6869,1762,835,Wrong Pickup,05:29:48
1986,281,649,450,Wrong Pickup,23:09:44
1987,8592,1726,511,Wrong Pickup,21:30:00
1988,4282,1103,439,Traffic Issue,20:03:59
1989,5606,474,16,Driver Late,17:15:05
1990,8058,120,970,Driver Late,03:25:12
1991,2532,1932,420,Rider Late,21:38:42
1992,9825,957,510,Driver Late,01:12:07
1993,4221,1137,649,Driver Late,05:45:01
1994,2413,1874,853,Rider Late,15:56:16
1995,7212,1217,736,Wrong Pickup,14:07:56
1996,4068,1040,542,Traffic Issue,16:25:41
1997,806,848,926,Rider Late,22:04:45
1998,3311,534,881,Traffic Issue,04:29:58
1999,9593,276,355,Traffic Issue,20:12:06
2000,607,28,587,Wrong Pickup,20:33:54
