payment_id,ride_id,customer_id,amount_paid,payment_method,transaction_status,transaction_date
5881,6622,1531,310.81,Card,Failed,2025-02-21
5882,1167,654,255.62,UPI,Pending,2025-02-27
5883,9620,1511,297.09,Wallet,Pending,2025-03-01
5884,3023,768,419.19,Cash,Pending,2025-01-05
5885,8501,695,369.14,Wallet,Pending,2025-01-03
5886,8269,1465,478.68,UPI,Pending,2025-02-18
5887,4942,1461,65.28,Wallet,Failed,2025-01-28
5888,7983,589,473.52,UPI,Success,2025-02-19
5889,9919,71,444.06,Cash,Pending,2025-02-04
5890,5729,1853,372.04,UPI,Failed,2025-02-14
5891,336,639,81.84,Cash,Success,2025-01-21
5892,9875,486,294.08,Cash,Failed,2025-02-11
5893,8925,1972,112.45,UPI,Success,2025-01-10
5894,8893,1479,395.9,Cash,Pending,2025-01-17
5895,4376,1113,328.87,UPI,Pending,2025-01-04
5896,3423,1323,45.19,UPI,Failed,2025-02-08
5897,1078,1771,168.31,UPI,Pending,2025-01-17
5898,8521,751,92.53,Cash,Pending,2025-01-06
5899,2474,1363,152.81,UPI,Success,2025-01-16
5900,9673,1281,483.6,Card,Failed,2025-01-18
5901,6607,1271,160.54,Cash,Pending,2025-01-17
5902,1420,1355,193.65,UPI,Pending,2025-01-22
5903,6801,240,288.59,Card,Pending,2025-02-28
5904,9603,1443,333.7,Wallet,Pending,2025-01-12
5905,309,25,205.78,Wallet,Success,2025-02-15
5906,8020,1959,392.03,Card,Failed,2025-02-08
5907,7685,279,157.43,Card,Success,2025-03-03
5908,5396,1741,108.28,Cash,Success,2025-03-01
5909,5461,1868,177.63,UPI,Pending,2025-01-17
5910,2431,1795,428.18,UPI,Success,2025-02-28
5911,8626,815,153.24,Cash,Pending,2025-03-02
5912,5934,699,440.23,Cash,Failed,2025-01-23
5913,1350,379,207.7,Cash,Pending,2025-01-26
5914,7784,116,375.75,UPI,Failed,2025-01-22
5915,5001,1492,437.07,UPI,Failed,2025-01-03
5916,9928,1249,419.62,Cash,Success,2025-01-14
5917,8801,1866,427.06,Wallet,Pending,2025-02-21
5918,7893,1648,189.93,Cash,Success,2025-02-26
5919,2350,1556,308.45,Cash,Pending,2025-03-02
5920,5520,302,278.42,UPI,Failed,2025-02-18
5921,1839,772,177.77,Card,Pending,2025-01-21
5922,9067,1541,384.03,Wallet,Failed,2025-02-27
5923,8426,78,340.06,Cash,Pending,2025-01-29
5924,337,1058,217.4,Card,Pending,2025-02-12
5925,3114,969,194.62,Card,Failed,2025-01-23
5926,4887,632,278.98,UPI,Pending,2025-01-21
5927,4945,148,473.18,Cash,Failed,2025-02-24
5928,4313,1615,305.77,UPI,Failed,2025-01-11
5929,9116,1854,238.48,Wallet,Pending,2025-02-24
5930,3612,1888,41.8,Card,Pending,2025-02-06
5931,777,519,180.18,Wallet,Pending,2025-02-08
5932,7863,285,158.79,UPI,Success,2025-02-21
5933,6427,995,384.52,Card,Failed,2025-03-02
5934,506,527,274.28,Wallet,Success,2025-02-14
5935,5604,1216,418.18,UPI,Failed,2025-02-14
5936,7219,277,247.47,Wallet,Failed,2025-02-20
5937,5561,950,184.9,Wallet,Success,2025-01-27
5938,104,1731,51.29,Card,Failed,2025-01-19
5939,4760,958,181.22,Wallet,Pending,2025-01-28
5940,465,1043,416.98,Cash,Pending,2025-01-05
5941,110,1723,329.98,Cash,Success,2025-01-08
5942,9068,611,423.1,UPI,Pending,2025-01-10
5943,9498,221,486.52,Card,Pending,2025-01-20
5944,93,73,458.12,Card,Pending,2025-02-10
5945,6969,314,495.47,UPI,Failed,2025-02-24
5946,7378,34,465.06,Card,Success,2025-02-25
5947,9486,1982,251.84,Cash,Failed,2025-02-10
5948,5942,29,326.06,Wallet,Pending,2025-02-25
5949,6315,387,365.47,Wallet,Success,2025-02-23
5950,9101,1230,241.31,Wallet,Success,2025-01-31
5951,9116,1482,187.88,Wallet,Success,2025-02-01
5952,3698,803,148.78,Card,Success,2025-01-23
5953,902,2,81.58,UPI,Failed,2025-02-03
5954,3654,263,205.76,Wallet,Pending,2025-01-25
5955,929,485,223.38,Cash,Success,2025-02-23
5956,6007,1319,232.85,UPI,Pending,2025-02-15
5957,1237,1613,276.02,Card,Pending,2025-02-03
5958,7317,380,75.11,Card,Pending,2025-02-24
5959,1837,340,331.44,Card,Success,2025-02-01
5960,8987,1186,36.5,Card,Failed,2025-02-10
5961,2352,545,387.6,Wallet,Pending,2025-02-27
5962,9406,1821,303.59,Card,Pending,2025-02-01
5963,6243,548,363.58,Wallet,Success,2025-02-01
5964,103,1817,40.35,Wallet,Failed,2025-02-02
5965,7253,1886,418.43,UPI,Success,2025-02-12
5966,6214,306,288.43,Card,Pending,2025-01-01
5967,5092,1413,87.09,Card,Failed,2025-02-09
5968,459,1874,440.81,UPI,Success,2025-01-05
5969,4916,1974,359.73,Cash,Success,2025-02-13
5970,1563,1068,184.95,Card,Pending,2025-02-05
5971,6667,1965,319.41,UPI,Failed,2025-02-16
5972,4492,999,78.97,Cash,Success,2025-01-16
5973,9341,276,267.6,Cash,Failed,2025-02-15
5974,1121,172,273.55,Wallet,Pending,2025-02-03
5975,5242,975,347.42,Card,Success,2025-02-18
5976,5635,1260,213.84,UPI,Pending,2025-02-01
5977,6399,1735,178.13,Card,Pending,2025-02-12
5978,4657,1390,111.97,Cash,Pending,2025-03-03
5979,3748,317,185.18,UPI,Failed,2025-02-19
5980,2029,515,312.09,Cash,Pending,2025-02-04
5981,3830,1342,446.46,Cash,Success,2025-02-07
5982,8597,1772,161.08,Wallet,Pending,2025-02-13
5983,1673,924,474.5,Card,Success,2025-01-24
5984,2525,996,102.5,Card,Pending,2025-02-10
5985,5548,79,82.94,Cash,Failed,2025-03-02
5986,5019,1955,205.8,Cash,Failed,2025-01-24
5987,571,1715,269.61,Card,Success,2025-01-11
5988,3126,1119,290.3,Wallet,Success,2025-01-04
5989,1659,646,413.47,Card,Success,2025-02-12
5990,964,278,48.33,UPI,Failed,2025-01-21
5991,1239,1894,431.07,UPI,Failed,2025-02-12
5992,5425,1914,132.85,Wallet,Success,2025-01-21
5993,5496,582,338.9,Wallet,Pending,2025-03-02
5994,1545,1680,429.57,UPI,Success,2025-01-20
5995,978,1450,172.54,UPI,Pending,2025-02-05
5996,4568,1131,279.27,UPI,Success,2025-01-20
5997,5459,1362,50.56,Card,Failed,2025-01-08
5998,9226,930,453.8,Wallet,Pending,2025-01-05
5999,4058,1845,414.52,UPI,Pending,2025-02-24
6000,1562,992,470.18,UPI,Failed,2025-02-15
6001,1727,1393,448.87,Card,Success,2025-02-25
6002,3929,1154,45.15,Cash,Failed,2025-01-31
6003,540,149,341.32,UPI,Success,2025-01-17
6004,5387,64,253.13,UPI,Failed,2025-01-01
6005,4531,258,377.29,UPI,Pending,2025-01-03
6006,7,220,450.66,Card,Pending,2025-01-01
6007,9701,1595,320.9,UPI,Success,2025-02-05
6008,9366,1614,474.2,Wallet,Pending,2025-02-06
6009,807,486,422.51,Card,Failed,2025-01-25
6010,9245,1993,373.33,Wallet,Success,2025-02-22
6011,6594,808,233.19,Wallet,Pending,2025-02-25
6012,878,1896,391.41,Card,Failed,2025-03-01
6013,828,123,460.79,Wallet,Failed,2025-02-21
6014,1357,1105,63.94,UPI,Failed,2025-02-07
6015,4008,15,383.64,Wallet,Success,2025-01-24
6016,5748,1873,477.5,Wallet,Success,2025-02-12
6017,9913,745,125.53,Card,Success,2025-01-22
6018,5610,69,493.2,Card,Failed,2025-02-08
6019,9709,972,162.78,Wallet,Failed,2025-03-02
6020,7131,1476,312.04,Cash,Failed,2025-01-07
6021,779,953,295.59,Card,Pending,2025-02-25
6022,4594,845,274.46,Wallet,Success,2025-01-25
6023,8217,277,46.65,UPI,Failed,2025-02-05
6024,4238,1158,250.91,Wallet,Failed,2025-01-11
6025,7015,1299,330.8,UPI,Pending,2025-01-26
6026,1789,1004,383.25,UPI,Success,2025-02-04
6027,3524,1737,100.88,Cash,Failed,2025-01-30
6028,2799,563,40.22,UPI,Success,2025-01-16
6029,3694,379,107.67,Wallet,Failed,2025-01-03
6030,2452,1387,353.06,Cash,Pending,2025-02-08
6031,1259,1121,273.54,Wallet,Pending,2025-02-05
6032,5564,384,363.09,Card,Pending,2025-02-20
6033,848,1650,199.99,Cash,Failed,2025-01-11
6034,6399,1375,253.75,Wallet,Failed,2025-02-12
6035,3243,792,358.85,Cash,Pending,2025-01-27
6036,4714,1543,396.51,Cash,Success,2025-02-10
6037,8510,1188,201.75,Cash,Pending,2025-01-12
6038,1183,430,368.68,Wallet,Success,2025-02-24
6039,3560,1355,249.26,Card,Success,2025-02-04
6040,1015,1463,347.76,Wallet,Failed,2025-01-08
6041,5438,1514,142.19,Card,Pending,2025-01-24
6042,4312,654,132.91,UPI,Success,2025-03-02
6043,8678,155,366.13,Card,Pending,2025-02-21
6044,3167,1618,460.46,Wallet,Pending,2025-02-10
6045,7374,1176,128.83,Wallet,Failed,2025-01-10
6046,3668,1712,177.29,Wallet,Pending,2025-03-01
6047,6237,404,87.65,Cash,Success,2025-01-25
6048,5792,1869,407.34,Card,Pending,2025-02-23
6049,3025,952,167.07,UPI,Pending,2025-02-03
6050,8089,1659,247.73,Card,Failed,2025-02-18
6051,8376,1739,397.31,Cash,Pending,2025-02-13
6052,8001,677,126.32,Cash,Success,2025-02-27
6053,9407,464,458.81,Card,Failed,2025-03-02
6054,6887,1721,251.61,UPI,Pending,2025-02-06
6055,5238,729,431.28,Card,Pending,2025-02-28
6056,3235,989,217.03,Cash,Pending,2025-01-03
6057,5390,286,408.31,Cash,Success,2025-01-03
6058,5452,530,261.65,Wallet,Pending,2025-01-18
6059,1119,1184,383.9,UPI,Success,2025-03-03
6060,4636,1356,405.54,Card,Success,2025-01-04
6061,3041,156,215.19,Card,Success,2025-02-15
6062,5815,1293,110.29,Wallet,Pending,2025-02-12
6063,2465,355,456.26,Cash,Success,2025-01-26
6064,7687,1802,105.37,Cash,Success,2025-01-13
6065,3517,542,261.25,UPI,Failed,2025-02-22
6066,8711,1062,318.48,Wallet,Success,2025-03-01
6067,86,422,282.24,UPI,Pending,2025-02-14
6068,6949,910,134.22,Cash,Pending,2025-01-23
6069,3522,1639,148.28,Card,Failed,2025-01-25
6070,1508,1085,212.83,UPI,Pending,2025-01-19
6071,25,514,259.58,Card,Failed,2025-02-18
6072,2956,601,429.95,Wallet,Success,2025-02-25
6073,8129,1039,455.38,Card,Success,2025-02-17
6074,5864,567,168.71,Cash,Success,2025-01-26
6075,9162,376,491.39,UPI,Pending,2025-03-01
6076,1472,1867,261.46,UPI,Success,2025-02-25
6077,8748,1509,227.57,Wallet,Success,2025-03-01
6078,7168,1800,446.28,Cash,Success,2025-01-04
6079,5328,309,451.8,Card,Success,2025-02-08
6080,7330,262,331.04,UPI,Pending,2025-03-02
6081,2363,1994,61.06,Card,Pending,2025-01-27
6082,3576,258,378.65,UPI,Failed,2025-02-26
6083,5519,1068,189.64,Wallet,Failed,2025-01-02
6084,143,234,176.45,UPI,Success,2025-02-08
6085,947,660,179.38,Card,Failed,2025-02-17
6086,7850,606,185.6,Card,Failed,2025-01-03
6087,8926,1615,126.43,Wallet,Failed,2025-01-14
6088,2358,913,221.65,Wallet,Pending,2025-02-17
6089,5676,1699,93.05,Cash,Failed,2025-02-17
6090,6557,709,40.77,Wallet,Success,2025-02-16
6091,7411,454,463.6,Wallet,Failed,2025-01-23
6092,1244,181,486.58,Cash,Failed,2025-01-09
6093,6588,1036,458.13,Card,Success,2025-02-21
6094,9991,1030,470.26,UPI,Pending,2025-01-19
6095,8318,106,72.27,Cash,Pending,2025-01-20
6096,9276,565,138.35,UPI,Pending,2025-02-08
6097,5655,477,34.81,Card,Success,2025-01-01
6098,5110,1954,253.3,Card,Failed,2025-01-08
6099,2766,847,295.01,UPI,Success,2025-03-03
6100,5388,979,251.91,UPI,Failed,2025-01-10
6101,2972,1617,427.93,Cash,Failed,2025-03-02
6102,3328,459,78.76,Cash,Failed,2025-02-23
6103,8322,1067,244.24,Cash,Pending,2025-01-25
6104,2235,522,330.26,Wallet,Failed,2025-02-14
6105,4324,515,331.52,Card,Pending,2025-01-03
6106,6274,1040,390,Card,Pending,2025-02-12
6107,9041,499,486.56,UPI,Failed,2025-01-08
6108,96,668,189.41,Wallet,Success,2025-02-12
6109,7634,750,323.67,Wallet,Pending,2025-02-05
6110,5971,1290,132.22,Cash,Failed,2025-01-20
6111,4569,614,147.91,Cash,Pending,2025-01-02
6112,5865,1593,98.52,UPI,Pending,2025-01-25
6113,8728,1695,241.07,Card,Pending,2025-01-05
6114,2756,1090,94.99,Wallet,Failed,2025-02-13
6115,5542,65,342.39,UPI,Pending,2025-01-22
6116,8978,985,91.74,Cash,Success,2025-02-12
6117,8417,626,390.35,Cash,Failed,2025-02-13
6118,8945,178,264.37,Cash,Failed,2025-02-23
6119,177,1835,241.58,Cash,Pending,2025-01-31
6120,2056,391,148.05,Wallet,Success,2025-02-01
6121,22,1727,163.1,UPI,Success,2025-02-18
6122,4728,391,34.98,UPI,Success,2025-02-02
6123,1254,666,129.27,Cash,Failed,2025-01-03
6124,9644,641,105.85,UPI,Pending,2025-01-07
6125,7370,378,298.87,Cash,Pending,2025-01-22
6126,9512,1043,348.92,Wallet,Pending,2025-01-10
6127,8069,1255,44.91,Cash,Pending,2025-02-24
6128,2609,1283,76.64,UPI,Failed,2025-02-27
6129,7991,296,475.07,UPI,Failed,2025-02-28
6130,3878,1919,63.76,UPI,Failed,2025-01-21
6131,3812,681,140.68,Wallet,Success,2025-01-17
6132,5334,1690,45.78,Wallet,Failed,2025-01-31
6133,5315,418,242.63,Card,Pending,2025-02-11
6134,916,1698,395.46,Wallet,Pending,2025-03-01
6135,5240,367,288.46,Wallet,Success,2025-01-15
6136,6068,5,84.35,UPI,Pending,2025-02-28
6137,1161,238,259.47,Cash,Failed,2025-02-26
6138,843,1694,306.03,Wallet,Pending,2025-02-22
6139,4063,1437,312.06,Cash,Failed,2025-02-11
6140,3499,434,374.57,UPI,Success,2025-02-23
6141,3298,1729,103.01,Cash,Success,2025-01-06
6142,4477,1008,334.97,UPI,Failed,2025-01-31
6143,1089,1778,247.66,Cash,Success,2025-01-20
6144,6372,462,427.45,UPI,Success,2025-02-04
6145,6278,1123,188.68,Wallet,Failed,2025-01-02
6146,7984,1045,482.15,Card,Pending,2025-01-09
6147,8782,695,163.29,Cash,Failed,2025-02-09
6148,2882,1744,80.04,Cash,Pending,2025-02-25
6149,2330,90,179.8,Wallet,Pending,2025-02-06
6150,859,152,233.14,Cash,Failed,2025-01-14
6151,7348,101,147.69,Cash,Success,2025-02-10
6152,9256,276,204.88,Card,Failed,2025-02-23
6153,5896,847,277.96,UPI,Pending,2025-01-25
6154,7457,1839,357.81,Cash,Success,2025-02-18
6155,1282,1079,294.92,Wallet,Failed,2025-01-01
6156,6782,364,474.31,Wallet,Failed,2025-02-26
6157,9139,1044,373.6,Cash,Pending,2025-03-01
6158,4881,1159,223.99,Cash,Success,2025-01-13
6159,5670,1485,166.05,UPI,Failed,2025-02-23
6160,9833,1933,202.02,Cash,Pending,2025-02-23
6161,8968,1667,357.52,Cash,Success,2025-02-02
6162,9421,763,473.85,Card,Success,2025-02-21
6163,1436,206,385.37,Wallet,Pending,2025-03-01
6164,6377,821,157.69,Cash,Success,2025-03-03
6165,1580,1113,458.61,Card,Failed,2025-01-27
6166,2241,1190,213.19,Cash,Failed,2025-02-01
6167,6176,97,388.81,Card,Failed,2025-02-16
6168,9538,761,265.49,Wallet,Failed,2025-01-12
6169,2810,1316,235.56,Wallet,Success,2025-02-10
6170,1067,453,359.87,Cash,Success,2025-01-13
6171,9359,1834,400.3,Wallet,Success,2025-01-07
6172,9422,943,456.77,Cash,Pending,2025-02-27
6173,8178,1674,121.54,Cash,Failed,2025-02-13
6174,6229,1217,220.92,Card,Success,2025-02-12
6175,8679,1872,321.84,Cash,Failed,2025-01-21
6176,7884,1088,104.03,Wallet,Success,2025-01-27
6177,6769,986,437.44,Cash,Pending,2025-01-23
6178,2634,1747,370.5,Cash,Success,2025-02-04
6179,7409,917,54.41,Cash,Failed,2025-02-08
6180,9130,236,72.91,Cash,Failed,2025-01-22
6181,5153,194,284.9,Cash,Pending,2025-01-05
6182,3917,992,420.43,Card,Pending,2025-01-16
6183,6104,934,497.22,UPI,Success,2025-01-28
6184,4584,875,36.36,Wallet,Failed,2025-02-12
6185,7105,1928,392.61,UPI,Success,2025-01-27
6186,2478,1511,118.66,Wallet,Failed,2025-02-07
6187,8255,350,88.57,Cash,Failed,2025-02-03
6188,494,1961,224.55,Wallet,Success,2025-02-16
6189,4643,1250,159.94,Wallet,Pending,2025-02-22
6190,2206,1707,49.79,Card,Success,2025-02-13
6191,7712,1882,300.04,Wallet,Failed,2025-02-13
6192,2671,771,128.03,Card,Failed,2025-01-29
6193,1241,828,112.18,Wallet,Failed,2025-01-05
6194,4452,428,441.34,Wallet,Pending,2025-02-10
6195,2597,1256,445.91,Wallet,Success,2025-02-19
6196,621,822,276.88,Wallet,Success,2025-01-25
6197,5326,1924,337.81,Cash,Pending,2025-02-22
6198,3381,1347,259.73,Wallet,Success,2025-03-03
6199,1722,1475,121.44,Cash,Failed,2025-02-14
6200,3913,545,432.5,UPI,Pending,2025-01-22
6201,2630,1436,185.48,Card,Pending,2025-01-25
6202,7784,1742,227.09,Wallet,Failed,2025-02-20
6203,8925,255,470.91,Wallet,Success,2025-02-17
6204,1938,1905,135.78,Card,Success,2025-01-02
6205,2650,105,280.35,UPI,Failed,2025-01-11
6206,9403,334,75.03,Wallet,Success,2025-01-19
6207,1765,280,39.6,Wallet,Failed,2025-02-02
6208,3987,642,141.28,Card,Success,2025-01-31
6209,5599,936,459.14,Wallet,Pending,2025-02-26
6210,9776,1281,253.4,Wallet,Pending,2025-01-04
6211,9503,1540,162.7,UPI,Failed,2025-01-30
6212,2866,1723,77.07,UPI,Failed,2025-02-20
6213,5734,1985,333.42,Wallet,Success,2025-01-10
6214,7746,970,239.57,Card,Pending,2025-02-06
6215,2246,1860,384.79,Card,Pending,2025-02-17
6216,7427,761,101.96,Cash,Success,2025-01-11
6217,6536,1775,287.55,Card,Success,2025-01-31
6218,9552,1178,159.8,Wallet,Pending,2025-01-18
6219,257,1324,401.74,Wallet,Pending,2025-01-08
6220,1273,1875,325.22,Wallet,Success,2025-01-03
6221,2831,1504,121.9,UPI,Failed,2025-01-02
6222,5792,1807,374.81,UPI,Pending,2025-01-13
6223,817,1646,93.97,Wallet,Failed,2025-01-03
6224,2103,108,300.69,Wallet,Failed,2025-02-14
6225,1844,695,412.63,Card,Pending,2025-02-20
6226,262,1529,230.81,Cash,Pending,2025-02-06
6227,5029,866,389.7,Card,Failed,2025-02-01
6228,8603,471,449.02,UPI,Failed,2025-02-06
6229,6099,1529,158.08,Cash,Success,2025-01-04
6230,7609,1541,49.12,UPI,Pending,2025-02-22
6231,2604,1270,73.99,Wallet,Failed,2025-01-12
6232,7621,1280,361.22,Cash,Failed,2025-02-10
6233,1609,432,100.17,Cash,Failed,2025-01-14
6234,2144,157,144.07,UPI,Failed,2025-01-31
6235,5653,1310,205.76,Cash,Failed,2025-01-17
6236,7676,1608,145.5,UPI,Failed,2025-01-08
6237,5265,1292,168.56,Card,Success,2025-01-01
6238,3661,396,259.02,UPI,Failed,2025-01-31
6239,7180,592,260.71,Cash,Success,2025-01-27
6240,622,1900,336.91,Card,Success,2025-03-02
6241,9829,1360,41.06,Wallet,Pending,2025-01-05
6242,9711,1880,45.2,UPI,Pending,2025-01-29
6243,6347,257,470.08,Wallet,Success,2025-02-17
6244,9182,1488,149.39,UPI,Failed,2025-02-21
6245,3408,912,423.35,Cash,Pending,2025-01-19
6246,3150,1605,484.81,UPI,Success,2025-01-28
6247,7567,1276,181.05,Wallet,Pending,2025-01-22
6248,9724,617,266.42,Card,Success,2025-02-11
6249,9132,276,147.66,Cash,Failed,2025-02-16
6250,2150,490,197.05,Card,Pending,2025-01-16
6251,9663,293,32.19,Card,Failed,2025-01-12
6252,3111,521,439.92,Wallet,Success,2025-02-02
6253,7076,1858,280.66,UPI,Success,2025-02-11
6254,5742,786,208.69,Card,Failed,2025-01-29
6255,5048,1288,225.38,Card,Success,2025-02-26
6256,2633,619,183.96,Cash,Pending,2025-02-05
6257,2303,224,495.78,Cash,Failed,2025-01-28
6258,6203,237,183.85,Wallet,Failed,2025-01-06
6259,2423,1914,490.14,Wallet,Failed,2025-02-20
6260,271,1213,468.55,Cash,Pending,2025-02-24
6261,3095,1065,52.39,UPI,Failed,2025-02-28
6262,1132,1171,242.2,Cash,Failed,2025-02-07
6263,5968,1823,232.45,Card,Failed,2025-01-09
6264,8747,1283,481.58,Wallet,Success,2025-01-11
6265,6869,944,455.23,UPI,Success,2025-02-10
6266,9971,149,386.78,Wallet,Failed,2025-02-11
6267,1991,607,113.51,UPI,Pending,2025-02-23
6268,9900,1480,386.33,UPI,Pending,2025-02-04
6269,791,1090,119.36,UPI,Pending,2025-02-07
6270,5028,441,176,Card,Pending,2025-01-19
6271,9294,884,174.33,Cash,Success,2025-02-15
6272,994,673,204.92,UPI,Success,2025-02-10
6273,6385,104,166.56,UPI,Failed,2025-01-02
6274,9329,1251,406.93,UPI,Failed,2025-01-06
6275,7513,762,374.41,Cash,Pending,2025-02-15
6276,1123,1499,160.22,UPI,Success,2025-02-21
6277,3863,1677,33.41,Cash,Pending,2025-03-01
6278,5386,1429,286.95,Cash,Success,2025-02-11
6279,1288,139,430.38,Cash,Failed,2025-01-08
6280,709,651,325.74,Cash,Pending,2025-01-27
6281,2125,1121,419.81,Cash,Pending,2025-02-20
6282,1913,104,170.38,Wallet,Success,2025-01-31
6283,1331,1243,263.69,Card,Success,2025-01-08
6284,1629,75,413.99,UPI,Pending,2025-02-15
6285,7424,1987,140.12,Cash,Pending,2025-02-22
6286,9263,1956,45.12,Wallet,Failed,2025-01-11
6287,752,1738,57.44,Wallet,Failed,2025-01-07
6288,2572,357,82.36,Card,Failed,2025-01-29
6289,2647,766,56.22,Wallet,Pending,2025-01-10
6290,3675,1604,225.38,Cash,Success,2025-01-25
6291,2891,1254,349.44,UPI,Failed,2025-02-16
6292,909,937,223.68,Card,Failed,2025-02-25
6293,1110,491,385.99,UPI,Success,2025-01-27
6294,4078,618,130.23,Cash,Success,2025-01-22
6295,8560,1948,380.38,Cash,Failed,2025-02-11
6296,7872,516,356.79,Cash,Failed,2025-02-05
6297,746,330,116.19,Card,Failed,2025-01-27
6298,9981,160,313.59,Card,Failed,2025-02-16
6299,1739,1219,144.89,Cash,Success,2025-01-20
6300,6425,1927,145.96,Wallet,Success,2025-02-27
6301,9711,1320,450.29,Wallet,Pending,2025-01-27
6302,8368,1107,39.86,UPI,Failed,2025-02-12
6303,88,351,332.53,UPI,Failed,2025-01-07
6304,4175,688,86.52,Wallet,Pending,2025-01-26
6305,5221,765,330.99,Wallet,Pending,2025-01-29
6306,4798,547,359.25,Wallet,Failed,2025-02-07
6307,5411,1702,32.54,UPI,Success,2025-02-19
6308,6731,1838,346.68,UPI,Pending,2025-02-25
6309,5463,463,157.72,Card,Success,2025-01-31
6310,8045,1194,335.1,Card,Failed,2025-02-09
6311,713,1930,420.4,Wallet,Pending,2025-02-26
6312,3357,841,245.51,Card,Pending,2025-01-04
6313,718,952,376.81,Wallet,Failed,2025-01-24
6314,8138,1536,335.3,Wallet,Success,2025-02-08
6315,3942,1140,471.35,Wallet,Failed,2025-01-09
6316,7603,417,70.88,Card,Success,2025-03-02
6317,9185,1978,497.61,Card,Pending,2025-02-25
6318,8155,679,71.34,UPI,Success,2025-02-28
6319,3554,454,344.95,Wallet,Failed,2025-01-12
6320,131,1871,456.11,Cash,Success,2025-02-04
6321,7028,1683,332.67,Cash,Success,2025-02-28
6322,1287,157,262.36,Cash,Failed,2025-02-25
6323,1023,943,414.08,UPI,Success,2025-01-24
6324,9639,1040,485.11,Cash,Success,2025-01-20
6325,8181,1114,62.29,Wallet,Failed,2025-01-16
6326,1299,1851,348.18,Card,Failed,2025-02-07
6327,6005,234,94.95,Card,Success,2025-01-12
6328,6186,964,284.07,Wallet,Success,2025-02-20
6329,8864,1712,102.74,UPI,Failed,2025-02-10
6330,256,1292,224.17,Cash,Failed,2025-02-09
6331,6234,626,197.03,Wallet,Failed,2025-02-28
6332,1990,269,330.11,Cash,Pending,2025-02-19
6333,8519,712,195.7,Card,Success,2025-01-07
6334,2997,1970,315.89,Card,Failed,2025-01-14
6335,1168,1574,174.37,Card,Failed,2025-02-09
6336,3021,381,157.58,UPI,Success,2025-02-06
6337,9911,1134,218.62,UPI,Failed,2025-02-15
6338,6271,107,386.59,UPI,Success,2025-02-28
6339,9407,1077,327.98,Wallet,Failed,2025-03-02
6340,4151,622,267,Card,Pending,2025-01-10
6341,6645,1872,331.13,Cash,Pending,2025-02-22
6342,557,582,329.39,UPI,Failed,2025-01-18
6343,8355,1811,430.96,Card,Pending,2025-02-19
6344,5681,286,39.26,Card,Failed,2025-02-07
6345,809,804,125.3,Wallet,Failed,2025-01-05
6346,2899,1943,287.37,Wallet,Failed,2025-02-12
6347,8724,1215,287.61,Wallet,Failed,2025-01-23
6348,352,321,444.27,Wallet,Success,2025-01-03
6349,6070,220,143.3,Wallet,Failed,2025-01-22
6350,3590,1917,178.47,Card,Pending,2025-01-11
6351,1693,53,39.66,Card,Pending,2025-01-12
6352,4369,1449,118.95,Cash,Pending,2025-01-05
6353,1100,835,405.05,UPI,Success,2025-02-19
6354,7035,1246,422.1,Card,Pending,2025-02-18
6355,3635,1599,426.42,Wallet,Failed,2025-01-26
6356,9033,18,331.68,Wallet,Failed,2025-01-06
6357,5673,1397,415.17,Card,Failed,2025-03-02
6358,4295,1428,192.86,Card,Success,2025-01-11
6359,9285,382,451.44,Cash,Pending,2025-02-28
6360,1511,823,75.51,Card,Pending,2025-03-02
6361,4079,375,299.58,Cash,Success,2025-02-16
6362,2719,256,331.25,Wallet,Success,2025-02-12
6363,5679,542,297.08,Cash,Success,2025-02-11
6364,9978,1567,375.02,UPI,Success,2025-02-28
6365,8895,713,79.23,UPI,Failed,2025-02-28
6366,6105,1474,328.87,Cash,Failed,2025-02-04
6367,2959,32,312.59,Cash,Pending,2025-03-02
6368,1744,922,62.23,Card,Failed,2025-02-02
6369,9513,1031,230.66,Wallet,Success,2025-01-04
6370,3483,724,113.91,Wallet,Pending,2025-02-17
6371,5820,1385,479.35,UPI,Failed,2025-02-17
6372,3259,1608,67.26,UPI,Failed,2025-01-12
6373,1693,409,192.62,Cash,Failed,2025-01-08
6374,2258,1214,32.84,Cash,Failed,2025-02-20
6375,9681,1819,38.61,UPI,Success,2025-01-09
6376,7324,412,402.25,UPI,Failed,2025-01-27
6377,6267,564,490.02,UPI,Failed,2025-02-17
6378,190,839,130.22,Cash,Success,2025-02-23
6379,7299,473,481.19,UPI,Failed,2025-01-04
6380,3107,461,438.43,UPI,Pending,2025-01-24
6381,3468,1295,219.51,Cash,Pending,2025-01-27
6382,8659,1546,150.77,Wallet,Pending,2025-02-23
6383,2118,1966,175.14,Card,Pending,2025-01-05
6384,3903,327,126.16,Wallet,Pending,2025-02-09
6385,9797,607,290.76,Card,Pending,2025-02-03
6386,4969,1866,84.08,Wallet,Failed,2025-01-08
6387,6273,217,309.49,Cash,Pending,2025-01-24
6388,5737,1451,77.32,Wallet,Success,2025-02-26
6389,30,1431,340.6,Cash,Failed,2025-01-13
6390,1731,1472,277.79,UPI,Failed,2025-02-04
6391,6582,698,440.26,Wallet,Success,2025-02-08
6392,1838,1074,480.63,Cash,Pending,2025-01-04
6393,2021,1139,261.16,Wallet,Success,2025-02-15
6394,9263,1999,408.81,Wallet,Failed,2025-03-03
